title,image,price,size,stock,description,item_category
Dove Shampoo Hair Fall Rescue 360ml,https://media-products.airliftexpress.com/large/b7e37466-22e1-487d-ac27-b18f9c872408_woo.jpg,530,360 ml,43,"Leaving hair stronger and smoother, Dove Shampoo gently cleanses and conditions hair 

by visibly repairing damage and adding shine for a softer and more manageable look! Add 

Dove Shampoo to your cart now and receive your delivery within 30 minutes via Airlift 

Express.",2
Dove Nourishing Oil Care Shampoo 360ml,https://media-products.airliftexpress.com/large/64c3f473-a559-4ba2-8329-a3c18aac5e36_woo.jpg,530,360 ml,34,"Leaving hair stronger and smoother, Dove Shampoo gently cleanses and conditions hair 

by visibly repairing damage and adding shine for a softer and more manageable look! Add 

Dove Shampoo to your cart now and receive your delivery within 30 minutes via Airlift 

Express.",2
Dove Intense Repair Conditioner 180ml,https://media-products.airliftexpress.com/large/ab41cbc2-ce9f-441c-9c0b-2584270b3247_woo.jpg,334,180 ml,23,"Having an irresistibly delicious scent, Dove Conditioner protects and repairs damaged 

hair, split ends, and frizz by re-linking broken bonds, leaving hair soft and detangled with 

extra shine! Add Dove Conditioner to your cart now and receive your delivery within 30 

minutes via Airlift Express.",2
Dove Men +Care Clean Comfort Body and Face Wash 250ml,https://media-products.airliftexpress.com/large/1e8403fd-ef45-4b2e-b163-b0b614f9ae9e_Dove_Men_%2BCare_Clean_Comfort_Body_and_Face_Wash_250ml_.png,1499,250 ml,34,"Dove Men + Care Clean Comfort Body and Face Wash provide complete hydration of your facial skin & body to give you the best skincare experience. It gives you healthy-looking, refreshing and revitalized skin. Have Dove Men +Care Clean Comfort Body and Face Wash delivered to your doorsteps via AirLift Express by adding it to your cart now.",2
Dove Shampoo Dryness Care 175ml,https://media-products.airliftexpress.com/large/c6d45fff-bad3-4dc7-ae47-8ccd534fce14_woo.jpg,320,175 ml,43,"Leaving hair stronger and smoother, Dove Shampoo Dryness Care gently cleanses and 

conditions hair by visibly repairing damage and adding shine for a softer and more 

manageable look! Add Dove Shampoo Dryness Care to your cart now and receive your delivery 

within 30 minutes via Airlift Express.",2
Dove Hair Fall Rescue Conditioner 180ml,https://media-products.airliftexpress.com/large/9cafb8d9-d6d6-4387-bb07-6b5a71e9cf83_8961014236514.jpg,315,180 ml,23,"Having an irresistibly delicious scent, Dove Conditioner protects and repairs damaged 

hair, split ends, and frizz by re-linking broken bonds, leaving hair soft and detangled with 

extra shine! Add Dove Conditioner to your cart now and receive your delivery within 30 

minutes via Airlift Express.",2
Dove Shampoo Hair Fall Rescue 360ml,https://media-products.airliftexpress.com/large/b7e37466-22e1-487d-ac27-b18f9c872408_woo.jpg,530,680 ml,35,"Leaving hair stronger and smoother, Dove Shampoo gently cleanses and conditions hair 

by visibly repairing damage and adding shine for a softer and more manageable look! Add 

Dove Shampoo to your cart now and receive your delivery within 30 minutes via Airlift 

Express.",2
Dove Nourishing Oil Care Shampoo 360ml,https://media-products.airliftexpress.com/large/64c3f473-a559-4ba2-8329-a3c18aac5e36_woo.jpg,530,175 ml,65,"Leaving hair stronger and smoother, Dove Shampoo gently cleanses and conditions hair 

by visibly repairing damage and adding shine for a softer and more manageable look! Add 

Dove Shampoo to your cart now and receive your delivery within 30 minutes via Airlift 

Express.",2
Dove Shampoo Hair Fall Rescue 360ml,https://media-products.airliftexpress.com/large/b7e37466-22e1-487d-ac27-b18f9c872408_woo.jpg,530,175 ml,34,"Leaving hair stronger and smoother, Dove Shampoo gently cleanses and conditions hair 

by visibly repairing damage and adding shine for a softer and more manageable look! Add 

Dove Shampoo to your cart now and receive your delivery within 30 minutes via Airlift 

Express.",2
Dove Shampoo Intense Repair 175ml,https://media-products.airliftexpress.com/large/d5722f49-f5f6-455f-b403-2edd9430095c_woo.jpg,295,175 ml,23,"Leaving hair stronger and smoother, Dove Shampoo Intense Repair  gently cleanses and 

conditions hair by visibly repairing damage and adding shine for a softer and more 

manageable look! Add Dove Shampoo Intense Repair  to your cart now and receive your delivery 

within 30 minutes via Airlift Express.",2
Dove Dryness Care Shampoo 360ml,https://media-products.airliftexpress.com/large/fa7fdcfe-f9ac-4fa5-96d8-b48412d1d4b8_woo.jpg,530,360 ml,24,"Leaving hair stronger and smoother, Dove Dryness Care Shampoo gently cleanses and 

conditions hair by visibly repairing damage and adding shine for a softer and more 

manageable look! Add Dove Dryness Care Shampoo to your cart now and receive your delivery 

within 30 minutes via Airlift Express.",2
Dove Shampoo Intense Repair 175ml,https://media-products.airliftexpress.com/large/d5722f49-f5f6-455f-b403-2edd9430095c_woo.jpg,295,700 ml,56,"Leaving hair stronger and smoother, Dove Shampoo Intense Repair  gently cleanses and 

conditions hair by visibly repairing damage and adding shine for a softer and more 

manageable look! Add Dove Shampoo Intense Repair  to your cart now and receive your delivery 

within 30 minutes via Airlift Express.",2
Fair & Lovely Max Fairness Face Cream For Man,https://media-products.airliftexpress.com/large/03c6d44f-310f-4a2c-a156-7ffa56f1f62c_download%20%2828%29.jpg,182,1 pc,42,"Fair & Lovely Max Fairness Face Cream For Man  is your personalized must-add hygiene product to your grooming kit. Fair & Lovely Max Fairness Face Cream For Man apart from providing you with a smooth and clear facial skin, gives you a perfect shaved appearance. Add it to your cart now and have it delivered to your doorsteps via AirLift Express",3
Fair & Lovely Multi Vitamin 70ml,https://media-products.airliftexpress.com/large/90095c7b-9451-4f25-b132-a10aa9a17b31_woo.jpg,295,25 gm,43,"Fair & Lovely Multi Vitamin provides a complete hydration of your facial skin to give you the best skincare experience. It gives you a healthy looking, refresing and revitalized skin. Have Fair & Lovely Multi Vitamin delivered to your doorsteps via AirLift Express by adding it to your cart now.",3
Fair & Lovely Multi Vitamin 70ml,https://media-products.airliftexpress.com/large/90095c7b-9451-4f25-b132-a10aa9a17b31_woo.jpg,295,70 ml,45,"Fair & Lovely Multi Vitamin provides a complete hydration of your facial skin to give you the best skincare experience. It gives you a healthy looking, refresing and revitalized skin. Have Fair & Lovely Multi Vitamin delivered to your doorsteps via AirLift Express by adding it to your cart now.",3
Fair & Lovely Multi Vitamin 70ml,https://media-products.airliftexpress.com/large/90095c7b-9451-4f25-b132-a10aa9a17b31_woo.jpg,295,50 gm,46,"Fair & Lovely Multi Vitamin provides a complete hydration of your facial skin to give you the best skincare experience. It gives you a healthy looking, refresing and revitalized skin. Have Fair & Lovely Multi Vitamin delivered to your doorsteps via AirLift Express by adding it to your cart now.",3
Fair & Lovely Crystal Bright Beauty Cream 25gm,https://media-products.airliftexpress.com/large/a2696d4f-c8b8-4a9c-98b8-a83b838aa000_woo.jpg,250,25 gm,47,"Fair & Lovely Crystal Bright Beauty Cream provides a complete hydration of your facial skin to give you the best skincare experience. It gives you a healthy looking, refresing and revitalized skin. Have Fair & Lovely Crystal Bright Beauty Cream delivered to your doorsteps via AirLift Express by adding it to your cart now.",3
Lifebuoy Soap Care & Protect 96gm,https://media-products.airliftexpress.com/large/9d32ec2f-6869-4b10-9d49-8ed1e5aeef63_lifebr.png,54,96 gm,46,"Deeply nourishing and hydrating, Lifebuoy Soap is a gentle cleanser which will leave your skin feeling smooth, soft and refreshed! 


The rich lather washes away dirt and bacteria while retaining your skin's natural moisture. Give your skin the best with Lifebuoy Soap! 
Add Lifebuoy Soap to your cart now and get your delivery under 30 minutes via Airlift Express.",4
Lifebuoy Herbal Strong Shampoo 90ml,https://media-products.airliftexpress.com/large/1c644612-5c20-47e3-ad23-e0153bb05adf_Lifebuoy%20Herbal%20Strong%20Shampoo%2090ml.jpeg,106,90 ml,47,"Leaving hair stronger and smoother, Lifebuoy Shampoo gently cleanses and 

conditions hair by visibly repairing damage and adding shine for a softer and more 

manageable look! Add Lifebuoy Shampoo to your cart now and receive your delivery 

within 30 minutes via Airlift Express.",4
"Lifebuoy Total 10 Germs Protection Hand Wash, 200ml",https://media-products.airliftexpress.com/large/bdbc3549-0957-43cb-b019-c5f5a4ebcd28_lifebuoy.png,199,200 ml,48,,4
Lifebuoy Herbal Strong Shampoo 90ml,https://media-products.airliftexpress.com/large/1c644612-5c20-47e3-ad23-e0153bb05adf_Lifebuoy%20Herbal%20Strong%20Shampoo%2090ml.jpeg,106,650 ml,48,"Leaving hair stronger and smoother, Lifebuoy Shampoo gently cleanses and 

conditions hair by visibly repairing damage and adding shine for a softer and more 

manageable look! Add Lifebuoy Shampoo to your cart now and receive your delivery 

within 30 minutes via Airlift Express.",4
Lifebouy Silky Soft Shampoo 175ml,https://media-products.airliftexpress.com/large/d430450e-3b37-4ab6-8974-07fadabacfc7_Lifebouy%20Silky%20Soft%20Shampoo%20175ml.jpeg,220,175 ml,49,"Leaving hair stronger and smoother,  Life Bouy Silky Soft Shampoo gently cleanses and 

conditions hair by visibly repairing damage and adding shine for a softer and more 

manageable look! Add Life Bouy Silky Soft Shampoo to your cart now and receive your delivery 

within 30 minutes via Airlift Express.",4
Lifebuoy Herbal Strong Shampoo 90ml,https://media-products.airliftexpress.com/large/1c644612-5c20-47e3-ad23-e0153bb05adf_Lifebuoy%20Herbal%20Strong%20Shampoo%2090ml.jpeg,106,175 ml,50,"Leaving hair stronger and smoother, Lifebuoy Shampoo gently cleanses and 

conditions hair by visibly repairing damage and adding shine for a softer and more 

manageable look! Add Lifebuoy Shampoo to your cart now and receive your delivery 

within 30 minutes via Airlift Express.",4
Lifebuoy Total Protect 96gm,https://media-products.airliftexpress.com/large/b6b9fc00-9185-44ba-860c-638c1b5c1e1e_8961014241204.jpg,60,96 gm,51,,4
Lifebuoy Soap Lemon Fresh 135gm,https://media-products.airliftexpress.com/large/043d0785-ed55-4e07-a641-750944adf740_Lifebuoy%20Soap%20Lemon%20Fresh%20146gm.jpg,67,96 gm,52,"Deeply nourishing and hydrating, Lifebuoy Soap is a gentle cleanser which will leave your skin feeling smooth, soft and refreshed! 


The rich lather washes away dirt and bacteria while retaining your skin's natural moisture. Give your skin the best with Lifebuoy Soap! 
Add Lifebuoy Soap to your cart now and get your delivery under 30 minutes via Airlift Express.",4
Lifebuoy Hand Wash Refill Mild Care with Cream 1L,https://media-products.airliftexpress.com/large/e92c84a3-8fdf-4593-a20f-0ad224961c9f_1130741-1.jpg,650,1 L,52,,4
Lifebuoy Herbal Strong Shampoo 90ml,https://media-products.airliftexpress.com/large/1c644612-5c20-47e3-ad23-e0153bb05adf_Lifebuoy%20Herbal%20Strong%20Shampoo%2090ml.jpeg,106,360 ml,53,"Leaving hair stronger and smoother, Lifebuoy Shampoo gently cleanses and 

conditions hair by visibly repairing damage and adding shine for a softer and more 

manageable look! Add Lifebuoy Shampoo to your cart now and receive your delivery 

within 30 minutes via Airlift Express.",4
Lifebuoy Hand Sanitizer Gel 200ml,https://media-products.airliftexpress.com/large/918dc31a-63de-43b6-918d-874a439a5fa9_450.jpg,400,200 ml,54,"Killing 99.9% of all germs, Lifebuoy Hand Sanitizer is formulated with ingredients which will leave your hands feeling smooth, soft and 
refreshed! 


If you want to protect yourself (and your loved ones) from COVID-19 or other harmful bacteria/viruses, Lifebuoy Hand Sanitizer is perfect 
for you. Add Lifebuoy Hand Sanitizer to your cart and get your delivery under 30 minutes via Airlift Express.",4
Lifebuoy Active Fresh Refill Pouch 1000ml,https://media-products.airliftexpress.com/large/1de7b3c8-ce44-44dc-893d-bf6ef24e9e23_Lifebuoy-Hand-Wash-Refill-Active-Fresh-1Litre.jpg,624,1000 ml,55,"Deeply nourishing and hydrating, Lifebuoy is a gentle cleanser which will leave your skin feeling smooth, soft and refreshed! 


The rich lather washes away dirt and bacteria while retaining your skin's natural moisture. Give your skin the best with Lifebuoy! 
Add Lifebuoy to your cart now and get your delivery under 30 minutes via Airlift Express.",4
Lifebuoy Soap Lemon Fresh 135gm,https://media-products.airliftexpress.com/large/043d0785-ed55-4e07-a641-750944adf740_Lifebuoy%20Soap%20Lemon%20Fresh%20146gm.jpg,67,146 gm,55,"Deeply nourishing and hydrating, Lifebuoy Soap is a gentle cleanser which will leave your skin feeling smooth, soft and refreshed! 


The rich lather washes away dirt and bacteria while retaining your skin's natural moisture. Give your skin the best with Lifebuoy Soap! 
Add Lifebuoy Soap to your cart now and get your delivery under 30 minutes via Airlift Express.",4
Lifebuoy Shampoo Strong & Thick 175ml,https://media-products.airliftexpress.com/large/a91dbff3-4daf-49cf-85de-c495388d84ed_Lifebuoy%20Shampoo%20Strong%20%26%20Thick%20175ml.jpeg,210,175 ml,56,"Leaving hair stronger and smoother, Lifebuoy Shampoo Strong & Thick gently cleanses and 

conditions hair by visibly repairing damage and adding shine for a softer and more 

manageable look! Add Lifebuoy Shampoo Strong & Thick to your cart now and receive your delivery 

within 30 minutes via Airlift Express.",4
Lifebuoy Hand Wash Refill Mild Care with Cream 450ml,https://media-products.airliftexpress.com/large/55bd9cb3-3477-4aa7-a29b-e5b7bee24aff_8961014245721.jpg,289,450 ml,57,hand wash refill,4
Lux Velvet Glow 70gm,https://media-products.airliftexpress.com/large/a57d9bca-8bcc-4836-83ec-d40d9242c692_Lux%20Velvet%20Touch%2070g.jpeg,50,110 gm,58,,5
Lux Fresh Splash 140gm,https://media-products.airliftexpress.com/large/9115fe3f-05a2-4c6d-8f03-5dad8ad005f5_Lux%20Fresh%20Splash%20140gm%20.jpeg,80,140 gm,59,,5
Lux Velvet Glow 70gm,https://media-products.airliftexpress.com/large/a57d9bca-8bcc-4836-83ec-d40d9242c692_Lux%20Velvet%20Touch%2070g.jpeg,50,70 gm,59,,5
Lux Magical Spell Body Wash 220ml,https://media-products.airliftexpress.com/large/a1075d14-cf41-4a0a-b2ca-ecc78108aa33_6221155046611.jpg,255,220 ml,60,,5
Lux Velvet Glow 70gm,https://media-products.airliftexpress.com/large/a57d9bca-8bcc-4836-83ec-d40d9242c692_Lux%20Velvet%20Touch%2070g.jpeg,50,128 gm,61,,5
Lux Purple Lotus 140gm,https://media-products.airliftexpress.com/large/63449d65-7764-4d23-80a6-ad3d8aae63d2_Lux%20Purple%20Lotus%20140gm.jpeg,80,140 gm,62,,5
Lux Rose Glow Soap 100gm,https://media-products.airliftexpress.com/large/573cd2b7-258d-442d-aa6d-8fb7414e57d0_lux.jpg,63,100 gm,63,,5
Lux Velvet Touch Jasmine & Almond Oil 3 In 1 Pack,https://media-products.airliftexpress.com/large/6584a251-91f0-48c2-8115-d45f0b788ce2_3r43wer.png,237,1 Pack (140gm x 3),63,,5
Pond's Bright Beauty Facewash 50gm,https://media-products.airliftexpress.com/large/c699b450-e315-4687-a809-0bc87d804f37_Pond%27s_Bright_Beauty_Facewash_50gm.jpg,169,100 gm,64,"Ponds White Beauty Facewash provides a complete hydration of your facial skin to give you the best skincare experience. It gives you a healthy looking, refresing and revitalized skin. Have Ponds White Beauty Facewash delivered to your doorsteps via AirLift Express by adding it to your cart now.",6
Pond's Germ Protect Antibacterial Face Wash 100gm,https://media-products.airliftexpress.com/large/b313297a-11bd-4863-88fb-067b91b27343_khfkahdkj.png,340,100 gm,65,"emoves 99% germs and helps target pimples at the root cause with lock + clear technology. Proven to visibly reduce piples, while giving you a glowing skin that's worry free from germs. Wet your face createlather, gently massage, thn rinse off.",6
Pond's Bright Beauty Day Cream 50gm,https://media-products.airliftexpress.com/large/48ed5ea4-98dc-4fa2-bc32-e0981ac83471_12357_S1-8901030826313_800x.jpg,299,50 gm,66,,6
Pond's Honey Lotion 100ml,https://media-products.airliftexpress.com/large/480538c3-399c-49cd-9875-c2f4011662ca_woo.jpg,189,100 ml,67,"Ponds Honey Lotion infused with the natural organic ingredients gives you the perfect skin moisturizing. It makes your dry skin soft, supple and youth-like. It gets absorbed into the layers of your skin to give you baby-like softness. Add Ponds Honey Lotion to your cart now and have it delivered to your doorsteps via AirLift Express",6
Pond's Tone Up Milk Cream 50gm,https://media-products.airliftexpress.com/large/e22101d7-9073-4218-b156-c9c8bd81d451_woo.jpg,298,50 gm,67,"Ponds Tone UP Milk Cream provides a complete hydration of your facial skin to give you the best skincare experience. It gives you a healthy looking, refresing and revitalized skin. Have Ponds Tone UP Milk Cream delivered to your doorsteps via AirLift Express by adding it to your cart now.",6
Pond's Bright Beauty Facewash 50gm,https://media-products.airliftexpress.com/large/c699b450-e315-4687-a809-0bc87d804f37_Pond%27s_Bright_Beauty_Facewash_50gm.jpg,169,50 gm,68,"Ponds White Beauty Facewash provides a complete hydration of your facial skin to give you the best skincare experience. It gives you a healthy looking, refresing and revitalized skin. Have Ponds White Beauty Facewash delivered to your doorsteps via AirLift Express by adding it to your cart now.",6
Pond's Honey & Almond Lotion 50ml,https://media-products.airliftexpress.com/large/ee8b2648-ae96-406c-aa60-9dfe55660890_6baf7a6856f5a61b941f77ae8f805365.jpg,95,50 ml,69,"Ponds Honey & Almond Lotion provides a complete hydration of your facial skin to give you the best skincare experience. It gives you a healthy looking, refresing and revitalized skin. Have Ponds Honey & Almond Lotion  delivered to your doorsteps via AirLift Express by adding it to your cart now.",6
Sunsilk Thick & Long Shampoo 700ml,https://media-products.airliftexpress.com/large/47847d6a-e1cf-4e54-9a75-10657933c06c_woo.jpg,840,700 ml,70,"Leaving hair stronger and smoother, Sunsilk Shampoo gently cleanses and 

conditions hair by visibly repairing damage and adding shine for a softer and more 

manageable look! Add Sunsilk Shampoo to your cart now and receive your delivery 

within 30 minutes via Airlift Express.",7
